internal_id,description,format,brand,units,category_id,source_id
3902,"SOPINSTANT CHAMPIÑÓN CAJA 58,5 GR","58,5 G",SOPINSTANT,1,D21-01-03,9
3903,SOPINSTANT ESPÁRRAGOS CAJA 54 GR,54 G,SOPINSTANT,1,D21-01-02,9
3904,SOPINSTANT CREMA Y POLLO CAJA 63 GR,63 G,SOPINSTANT,1,D21-01-05,9
3905,FIDEOS ORIENTALES POLLO YATEKOMO 60 GR,60 G,GALLINA BLANCA,1,D10-53-01,9
3906,YAKISOBA DE POLLO YATEKOMO 93 GR,93 G,GALLINA BLANCA,1,D10-53-01,9
3907,SOPA DE POLLO CON FIDEOS FINOS BAJA EN SAL SOBRE 68 GR,68 G,GALLINA BLANCA,1,D22-00-00,9
3908,SOPA DESHIDRATADA MARAVILLA SOBRE 85 GR,85 G,GALLINA BLANCA,1,D22-00-00,9
3910,FIDEOS ORIENTALES CURRY YATEKOMO 61 GR,61 G,GALLINA BLANCA,1,D10-53-01,9
3911,SOPA DESHIDRATADA VERDURA  SOBRE 51 GR,51 G,GALLINA BLANCA,1,D22-00-00,9
3912,SOPA DESHIDRATADA AVE Y ARROZ SOBRE 80 GR,80 G,GALLINA BLANCA,1,D22-00-00,9
3913,YATEKOMO POLLO CON SOJA BOLSA 79 GR,79 G,GALLINA BLANCA,1,D10-53-01,9
24625,FIDEOS ORIENTALES YATEKOMO 60 GR,60 G,G.BLANCA,1,D10-53-01,9
3915,SOPA DE COCIDO DESHIDRATADA SOBRE 72 GR,72 G,GALLINA BLANCA,1,D22-00-00,9
3916,YAKISOBA BAG CLASSIC YATEKOMO 93 GR,93 G,GALLINA BLANCA,1,D10-53-01,9
3917,YATEKOMO ARROZ POLLO LOS ORIGINALES 60 GR,60 G,GALLINA BLANCA,1,D10-53-01,9
3918,FIDEOS ORIENTALES HOT&SPICY YATEKOMO 60 GR,60 G,GALLINA BLANCA,1,D10-53-01,9
3920,SALSA PIMIENTA VERDE SOBRE 50 GR,50 G,GALLINA BLANCA,1,S00-00-00,9
3921,SOFRITO DE TOMATE CEBOLLA FRASCO 350 GR,350 G,GALLINA BLANCA,1,D80-10-00,9
3922,CALDO CASERO DE POLLO BRIK 1 L,1 L,GALLINA BLANCA,1,D20-02-00,9
3923,CALDO CASERO PESCADO BRIK 1 L,1 L,GALLINA BLANCA,1,D20-07-02,9
3924,CALDO CASERO COCIDO BRIK 1 L,1 L,GALLINA BLANCA,1,D20-11-00,9
3925,CALDO CASERO CARNE BRIK 1 L,1 L,GALLINA BLANCA,1,D20-05-00,9
3926,CALDO CASERO POLLO BAJO EN SAL BRIK 1 L,1 L,GALLINA BLANCA,1,D20-02-02,9
3927,CALDO CASERO VERDURAS BRIK 1 L,1 L,GALLINA BLANCA,1,D20-01-00,9
3928,SOFRITO DE TOMATE Y VERDURAS FRASCO 350 GR,350 G,GALLINA BLANCA,1,D80-10-00,9
3929,CALDO PAELLA FÁCIL BRIK 1 L,1 L,GALLINA BLANCA,1,D20-07-00,9
3930,CREMA VERDURAS BRIK 500 ML,50 CL,GALLINA BLANCA,1,D21-01-04,9
3931,CALDO FIDEUÁ FÁCIL BRIK 1 L,1 L,GALLINA BLANCA,1,D20-10-00,9
24626,PACK DÚO CALDO PESCADO BRIK 2 X 1 L,2 X 1L,G.BLANCA,2,D20-03-00,9
21556,CALDO DE VERDURAS BRIK PACK DE 2 2 X 1 L,2 X 1L,G.BLANCA,2,D20-01-00,9
3932,CREMA CASERA POLLO CON VERDURAS 500 ML,50 CL,GALLINA BLANCA,1,D21-01-05,9
3933,CALDO CASERO DE POLLO BRIK 500 ML,50 CL,GALLINA BLANCA,1,D20-02-00,9
3934,CREMA DE ESPÁRRAGOS CON JAMÓN 500 ML,50 CL,GALLINA BLANCA,1,D21-01-02,9
24627,CALDO DE POLLO BAJO SAL BRIK PACK DE 2 2 X 1 L,2 X 1L,G.BLANCA,2,D20-02-00,9
3935,FUMET DE PESCADO DE ROCA Y MARISCO 1 L,1 L,GALLINA BLANCA,1,D20-08-00,9
3937,CALDO LÍQUIDO CASERO DE POLLO  BRIK 1 L,1 L,CONSUM,1,D20-02-00,9
3938,CALDO LÍQUIDO PESCADO BRIK 1 L,1 L,CONSUM,1,D20-03-00,9
3939,CALDO VERDURAS BRICK 1 L,1 L,CONSUM,1,D33-10-01,9
3940,CALDO DE POLLO BAJO EN SAL BRIK 1 L,1 L,CONSUM,1,D20-02-02,9
3941,CALDO DE POLLO DE LA ABUELA BRIK 1 L,1 L,KNORR,1,D20-02-00,9
3946,CALDO DE CARNE CONCENTRADO 125 GR,125 G,BOVRIL,1,D33-40-01,9
4072,CALDO DE POLLO BAJO EN SAL 1 L,1 L,ANETO,1,D20-02-02,9
3949,CALDO NATURAL DE COCIDO BOTELLA 1 L,1 L,EL PAVO,1,D20-11-00,9
3950,CALDO NATURAL DE POLLO BOTELLA 1 L,1 L,EL PAVO,1,D20-02-00,9
3951,CALDO DE VERDURAS BOTELLA 1 L,1 L,EL PAVO,1,D20-01-00,9
10185,CALDO NATURAL DE POLLO BRICK 1 L,1 L,GALLO,1,D20-02-00,9
10186,CALDO NATURAL COCIDO BRICK 1 L,1 L,GALLO,1,D20-11-00,9
10187,CALDO POLLO CON JAMÓN IBÉRICO 1 L,1 L,GALLO,1,D20-02-03,9
6298,HARINA DE TRIGO COMÚN PAQUETE 1 KG,1 KG,RIO,1,D60-10-00,9
18698,HUEVA DE ATÚN ALETA AMARILLA CARREFOUR EL MERCADO 160 G,160 G,CARREFOUR,1,D32-10-01,2
18699,HUEVAS DE ATÚN DE NUESTRA TIERRA 150 G,150 G,NUESTRA TIERRA,1,D32-10-01,2
16480,TORTELLINI DE CARNE AL HUEVO GALLO 500 G.,500 G,GALLO,1,D10-50-00,2
16481,PATATAS FRITAS SABOR HUEVO FRITO CARREFOUR 150 G.,150 G,CARREFOUR,1,D00-40-00,2
17013,PATATAS FRITAS SABOR HUEVO TRUFADO CON CREMA DE PATATAS GOURMET LAYS 150 G.,150 G,GOURMET,1,D00-40-00,2
18785,PATATAS FRITAS SABOR HUEVO FRITO CON JAMÓN VICENTE VIDAL 125 G.,125 G,VICENTE VIDAL,1,D00-40-00,2
18786,SALMÓN CON ACEITE DE OLIVA CARREFOUR 125 G.,125 G,CARREFOUR,1,D30-10-00,2
18788,GALLETAS CROKNNUTS SENSATION CARREFOUR SIN ACEITE DE PALMA 240 G.,240 G,CARREFOUR,1,D40-80-00,2
3962,CALDO DE POLLO 12 PASTILLAS 120 GR,120 G,CONSUM,1,D33-20-01,9
3963,CALDO PESCADO 12 PASTILLAS 120 GR,12 PASTILLAS,CONSUM,1,D33-30-01,9
3964,CALDO DE CARNE 12 PASTILLAS 120 GR,120 G,CONSUM,1,D33-40-01,9
3975,CALDO DE CARNE DESHIDRATADO 16 PASTILLAS 160 GR,160 G,KNORR,1,D33-40-01,9
4116,CALDO DE PESCADO DESHIDRATADO12 PASTILLAS 120 GR,120 G,KNORR,1,D33-30-01,9
3976,CALDO DE POLLO DESHIDRATADO 12 PASTILLAS 120 GR,12 PASTILLAS,AVECREM,1,D33-20-01,9
3977,CALDO DE POLLO DESHIDRATADO24PASTILLAS 240 GR,24 PASTILLAS,AVECREM,1,D33-20-01,9
3942,CALDO LÍQUIDO DE POLLO BRIK 1 L,1 L,ANETO,1,D20-02-00,9
3943,CALDO LÍQUIDO  PESCADO BRIK 1 L,1 L,ANETO,1,D20-03-00,9
3945,CALDO PARA PAELLA CARNE FRASCO 600 ML,60 CL,LA FALLERA,1,D20-07-01,9
3947,CALDO NATURAL VERDURAS BRIK 1 L,1 L,ANETO,1,D20-01-00,9
3948,CALDO PARA PAELLA DE MARISCO 600 ML,60 CL,LA FALLERA,1,D20-07-02,9
4117,SOPA MARISCO GOURMET CON CALDO DE PESCADO CONGELADA 450 GR,450 G,COCINARTE,1,D33-00-00,9
21558,AVECREM CALDO DE POLLO 30 PASTILLAS MÁS TIJERAS 362 GR,30 PASTILLAS,AVECREM,1,D33-20-01,9
10194,TARRITO ZANAHORIA Y ARROZ CON CALDO DE AVE 235 GR,235 G,HERO,1,D33-00-00,9
3953,GAZPACHO SUAVE 1 L,1 L,CONSUM,1,D24-00-00,9
3954,GAZPACHO TRADICIONAL 1 L,1 L,CONSUM,1,D24-00-00,9
3956,GAZPACHO PACK DE 3 UNIDADES 3 X 330 ML,3 X 33 CL,CONSUM,1,D24-00-00,9
3958,SALMOREJO 1 L,1 L,CONSUM,1,D25-00-00,9
3959,GAZPACHO NATURAL TRADICIONAL 1 L,1 L,CONSUM,1,D24-00-00,9
3960,GAZPACHO NATURAL TRADICIONAL 330 ML,33 CL,CONSUM,1,D24-00-00,9
3961,SALMOREJO NATURAL 330 ML,33 CL,CONSUM,1,D25-00-00,9
3974,ARROZ CALDOSO Y MELOSO PAQUETE 1 KG,1 KG,LA FALLERA,1,D33-00-00,9
3970,GAZPACHO ORIGINAL 1 L,1 L,ALVALLE,1,D24-00-00,9
3971,GAZPACHO ORIGINAL 500 ML,50 CL,ALVALLE,1,D24-00-00,9
3978,AVECREM POLLO 30% MENOS DE SAL 95 GR,8 PASTILLAS,AVECREM,1,D33-20-01,9
3979,AVECREM POLLO 100% NATURAL ESTUCHE 90 GR,8 PASTILLAS,AVECREM,1,D33-20-01,9
10213,PIZZA FORNO DI PIETRA ATÚN 345 GR,345 G,BUITONI,1,D32-10-01,9
15444,"CERVEZA SIN FILTRAR LATA 0,33 L",33 CL,EL ÁGUILA,1,B30-10-10,9
16227,KETCHUP SIN AZÚCAR AÑADIDO CERO PRIMA SIN GLUTEN ENVASE 265 G.,265 G,PRIMA,1,D80-00-20,2
16228,GALLETAS SIN AZÚCARES AÑADIDOS DIGESTIVE CARREFOUR SENSATION 400 G.,400 G,CARREFOUR,1,D40-80-00,2
16229,GALLETAS 0 % AZÚCARES AÑADIDOS CAMPURRIANAS CUÉTARA 400 G.,400 G,CUÉTARA,1,D40-80-00,2
16230,KÉTCHUP SIN AZÚCAR AÑADIDO CERO PRIMA SIN GLUTEN ENVASE 510 G.,510 G,PRIMA,1,D80-00-20,2
16234,MOSTAZA SIN AZÚCAR AÑADIDO CERO PRIMA SIN GLUTEN ENVASE 265 G.,265 G,PRIMA,1,D80-00-30,2
16238,MOSTAZA SIN AZÚCAR AÑADIDO ECOLÓGICA ECOCESTA TARRO 200 G.,200 G,ECOCESTA,1,D80-00-30,2
16240,GALLETAS  SIN AZÚCAR AÑADIDO MINI PREHISTÓRICOS 400 G.,400 G,AS,1,D40-80-00,2
16494,TOMATE FRITO SIN AZÚCARES AÑADIDOS CONTENIDO REDUCIDO EN SAL CARREFOUR TARRO 550 G.,550 G,CARREFOUR,1,D80-10-01,2
10221,GALLETAS ARTINATA 210 GR,210 G,ARTIACH,1,D40-80-00,9
10223,GALLETA ARTICHOCO PAQUETE 210 GR,210 G,ARTIACH,1,D40-80-00,9
10220,GALLETAS DORADA MARBU 800 GR,800 G,ARTIACH,1,D40-80-00,9
10222,GALLETA DINOSAURUS 329 GR,329 G,ARTIACH,1,D40-80-00,9
10224,GALLETA DINOSAURUS CHOCO LECHE 340 GR,340 G,ARTIACH,1,D40-80-00,9
6153,GALLETAS DINOSAURUS HUEVOS CAJA 4 PACKS 140 GR,140 G,ARTIACH,1,D40-80-00,9
10225,GALLETA CHIQUILÍN ENERGY CAJA 200 GR,200 G,ARTIACH,1,D40-80-00,9
10226,MINI GALLETAS DINOSAURUS A CUCHARADAS 320 GR,320 G,ARTIACH,1,D40-80-00,9
6283,GALLETAS MARBÚ CENTENO CON AZÚCAR MORENO 600 GR,600 G,ARTIACH,1,D40-80-00,9
10227,GALLETAS DINOSAURUS CHOCOLATE BLANCO 352 GR,352 G,ARTIACH,1,D40-80-00,9
10228,FILIPINOS CHOCOLATE BLANCO MÁS 35G GRATIS 128 GR,35G,ARTIACH,1,D40-90-01,9
10232,GALLETA CHIQUILIN 525 GR,525 G,ARTIACH,1,D40-80-00,9
15443,"CERVEZA ESPECIAL LATA 0,33 L",33 CL,AMBAR,1,B30-10-10,9
15488,"CERVEZA ARTESANA 0,33 L",33 CL,LA SOCARRADA,1,B30-10-10,9
15446,"CERVEZA ESPECIAL LATA 0,25 L",25 CL,ALHAMBRA,1,B30-10-10,9
15484,"CERVEZA ARTESANA BOTELLA 0,33 L",33 CL,TYRIS,1,B30-10-10,9
24014,"CERVEZA RUBIA ARTESANA BOTELLA 0,33 L",33 CL,BLONDES POP,1,B30-10-10,9
24015,"CERVEZA ALL DAY IPA LATA 0,33 L",33 CL,ALL DAY,1,B30-10-10,9
16520,HARINA DE AVELLANA TOSTADA 1KG NUT&ME - SIN GLUTEN / IDEAL PARA DIETA KETO,1 KG,IDEAL,1,D60-00-00,2
16530,PASTA ORIENTAL SABOR POLLO FUSIAN MAGGI 71 G.,71 G,MAGGI,1,D10-50-09,2
16533,PASTA ORIENTAL AL CURRY FUSSIAN MAGGI 71 G.,71 G,MAGGI,1,D10-50-09,2
16535,PASTAS  DE AVENA ZERO GULLÓN 300 GR.,300 G,GULLÓN,1,D40-80-00,2
16539,PASTA AL AGUA ERYPLAST 75 G.,75 G,ERYPLAST,1,W90-20-00,2
16540,PASTA AL AGUA ERYPLAST 200 G.,200 G,ERYPLAST,1,W90-20-00,2
17060,AGUA MINERAL CON GAS PERRIER SABOR LIMA 50 CL.,50 CL,PERRIER,1,B00-03-10,2
18791,"AGUA MINERAL EVIAN 1,5 L.","1,50 L",EVIAN,1,B00-01-00,2
16593,ACEITE DE OLIVA VIRGEN EXTRA A LA TRUFA LA ESPAÑOLA 250 ML.,25 CL,LA ESPAÑOLA,1,D30-10-10,2
4284,SNACK CEREALES CHOCOLATE NEGRO 120 GR,120 G,BICENTURY,1,D40-90-03,9
4266,"TORTITAS SABOR YOGUR PAQUETE 130,4 GR","130,4 G",BICENTURY,1,D74-00-00,9
16603,PAN DE MOLDE INTEGRAL 0% AZÚCARES AÑADIDOS Y SÓLO ACEITE DE OLIVA PANRICO SIN LACTOSA 385 G.,385 G,PAN,1,ZZZ-ZZ-ZZ,2
4270,TORTITAS DE ARROZ INTEGRAL PAQUETE 130 GR,130 G,BICENTURY,1,D10-10-04,9
4271,TORTITAS MAIZ SIN GLUTÉN PAQUETE 130 GR,130 G,BICENTURY,1,N10-10-10,9
16639,LECHE ENTERA LAUKI BRIK 1 L.,1 L,LAUKI,1,D70-10-00,2
4265,TORTITAS DE ARROZ  CHOCOLATE NEGRO 130 GR,130 G,BICENTURY,1,N10-20-01,9
4272,"TORTITA MAÍZ JORDI CRUZ SETA, TRUFA Y PARMESANO 123,5 GR","123,5 G",BICENTURY,1,N10-10-10,9
4273,TORTITAS MINI DE MAÍZ SABOR JAMÓN IBÉRICO 70 GR,70 G,BICENTURY,1,N10-10-10,9
4274,TORTITAS DE ARROZ CHOCOLATE CON LECHE 130 GR,130 G,BICENTURY,1,N10-20-03,9
4277,TORTITA MAÍZ JORDI CRUZ JAMÓN IBÉRICO 123.5 GR,1235 G,BICENTURY,1,N10-10-10,9
4278,"TORTITA SABOR MIEL Y MOSTAZA 123,5 GR","123,5 G",BICENTURY,1,D80-00-30,9
4279,TORTITA ARROZ INTEGRAL CON CHOCOLATE NEGRO 130 GR,130 G,BICENTURY,1,D10-10-04,9
4281,TORTITAS MAÍZ VITALDAY 109 GR,109 G,GULLON,1,N10-10-10,9
4282,TORTITAS DE MAÍZ PAQUETE 130 GR,130 G,CONSUM,1,N10-10-10,9
4286,SNACK CEREALES CHOCOLATE BLANCO 120 GR,120 G,BICENTURY,1,D40-90-01,9
4287,SNACK CHOCOLATE BLANCO Y TROCITOS FRUTOS ROJOS 90 GR,90 G,BICENTURY,1,D40-90-01,9
4275,TORTITAS ARROZ CHOCOLATE BLANCO Y FRUTOS ROJOS 184 GR,184 G,BICENTURY,1,N10-20-02,9
4288,TORTITAS ARROZ INTEGRAL CON CHOCOLATE NEGRO 130 GR,130 G,CONSUM,1,D10-10-04,9
4289,"TORTITAS DE MAÍZ CON CHOCOLATE NEGRO 90,4 GR","90,4 G",CONSUM,1,N10-10-10,9
10244,GALLETA COOKIES & CREAM 120 GR,120 G,NOCILLA,1,D40-80-00,9
10245,GALLETA FLAKES NOCILLA CAJA 3 BOLSITAS 105 GR,105 G,CUETARA,1,D40-80-00,9
24016,"CERVEZA SABOR TEQUILA BOTELLA 0,33 L",33 CL,MANITO,1,B30-10-10,9
24017,"CERVEZA SABOR MEZCAL BOTELLA 0,33 L",33 CL,MESCALINA,1,B30-10-10,9
24018,"CERVEZA IPA LATA 0,5 L",50 CL,HOBGOBLIN,1,B30-10-10,9
24019,"CERVEZA MANILA LATA 0,33 L",33 CL,SAN MIGUEL,1,B30-10-10,9
24020,"CERVEZA ARTESANA RUBIA BOTELLA 0,33 L",33 CL,18/70 RUBIA,1,B30-10-10,9
16992,SNACK GUBLINS XL SABOR QUESO BOLSA 124 GR,124 G,GREFUSA,1,D00-50-00,9
6107,PIPAS G CON SAL BOLSA 165 GR,165 G,GREFUSA,1,D00-50-00,9
6113,SNACKS MEDITERRÁNEOS TOMATE Y FINAS HIERBAS 110 GR,110 G,GREFUSA,1,D00-50-00,9
6108,PIPAS G CON SAL MAXI AHORRO BOLSA 300 GR,300 G,GREFUSA,1,D00-50-00,9
6109,PIPAS G BACONERAS BOLSA 165 GR,165 G,GREFUSA,1,D00-50-00,9
6105,SNACK BOOM TIJUANA BOLSA 85 GR,85 G,GREFUSA,1,D00-50-00,9
6111,PIPAS G SABOR TIJUANA BOLSA 190 GR,190 G,GREFUSA,1,D00-50-00,9
6114,PIPAS PIPONAZO ORIGINAL FORMATO AHORRO 195 GR,195 G,GREFUSA PIPONAZO,1,D00-50-00,9
6112,PIPAS AGUASAL BOLSA 195 GR,195 G,GREFUSA,1,D00-50-00,9
6142,PATATAS FRITAS HUEVO TRUFADO 150 GR,150 G,LAYS,1,D00-40-00,9
6138,SPAGHETTINI AL HUEVO PAQUETE 450 GR,450 G,GALLO,1,D10-50-03,9
60813,"REFRESCO AGUA CON GAS LIMÓN BOTELLA 1,2 L","1,20 L",VICHY,1,B60-20-01,9
60814,"REFRESCO AGUA AROMATIZA LIMÓN BOTELLA 1,5 L","1,50 L",S.BENEDETTO,1,B00-03-00,9
6299,HARINA REPOSTERA PAQUETE 1 KG,1 KG,RIO,1,D60-00-00,9
6300,HARINA FRITOS PAQUETE 1 KG,1 KG,RIO,1,D60-00-00,9
6301,HARINA DE FUERZA PAQUETE 1 KG,1 KG,RIO,1,D60-00-00,9
6304,HARINA DE MAÍZ CAJA 400 GR,400 G,MAIZENA,1,D60-00-00,9
6305,HARINA DE ARROZ PAQUETE 500 GR,500 G,REX,1,D60-05-00,9
6306,HARINA PARA PIZZA PAQUETE 500 GR,500 G,HARIMSA,1,D60-00-00,9
6307,HARINA INTEGRAL DE AVENA PAQUETE 400 GR,400 G,HARIMSA,1,D60-04-01,9
6318,HARINA INTEGRAL PAQUETE 1 KG,1 KG,GALLO,1,D60-04-00,9
6308,HARINA PARA BIZCOCHOS PAQUETE 1 KG,1 KG,GALLO,1,D60-00-00,9
6319,HARINA ESPELTA INTEGRAL PAQUETE 1 KG,1 KG,GALLO,1,D60-04-03,9
6311,LEVADURA DE CERVEZA BOLSA 150 GR,150 G,NATURTIERRA,1,ZZZ-ZZ-ZZ,9
6313,HARINA MIX SIN GLUTEN CAJA 500 GR,500 G,GALLO,1,D60-00-00,9
6314,HARINA DE TRIGO ECOLÓGICO PAQUETE 500 GR,500 G,HARIMSA,1,D60-10-00,9
6315,HARINA DE GARBANZO PAQUETE 400 GR,400 G,HARIMSA,1,D60-02-00,9
6316,HARINA TRIGO SARRACENO ALFORFÓN 500 GR,500 G,NATUR DACSA,1,D60-10-00,9
6321,BARRA HARINA TRIGO INTEGRAL 41% 210 GR,210 G,CONSUM,1,D60-04-04,9
6322,CRACKERS FIBRA Y SÉSAMO HARINA INTEGRAL CENTENO 240 GR,240 G,MASTRIGO,1,D60-04-02,9
60815,"REFRESCO AGUA CON GAS LIMÓN BOTELLA 0,5 L","1,50 L",PERRIER,1,B00-03-00,9
60816,"REFRESCO AGUA Y ZUMO LIMÓN ZERO BOTELLA 1,25 L","1,25 L",FONT VELLA,1,B00-03-00,9
6323,ESPIRALES CON VEGETALES PAQUETE 500 GR,500 G,CONSUM,1,D10-50-07,9
16993,PASTA TIBURONES PAQUETE 500 GR,500 G,CONSUM,1,D10-50-09,9
6325,PASTA MARAVILLA PAQUETE 500 GR,500 G,CONSUM,1,D10-50-09,9
6326,PASTA ESTRELLAS PAQUETE 500 GR,500 G,CONSUM,1,D10-50-09,9
6391,PASTA MARISCOS PAQUETE 450 GR,450 G,GALLO,1,D10-50-09,9
6392,PASTA PIÑONES PAQUETE 450 GR,450 G,GALLO,1,D10-50-09,9
6331,FARFALLE CON VEGETALES PAQUETE 500 GR,500 G,CONSUM,1,D10-50-02,9
6333,PASTA ORIENTAL CONGELADA 600 GR,600 G,CONSUM,1,D10-50-09,9
6337,TORTELLINIS CON CARNE PAQUETE 250 GR,250 G,KNORR,1,D10-52-22,9
6339,FUSILLI AL BRONZO 400 GR,400 G,BARILLA,1,D10-50-00,9
6340,SPAGHETTONI AL BRONZO 400 GR,400 G,BARILLA,1,D10-50-00,9
16691,CERVEZA SAN MIGUEL MAGNA GOLDEN LAGER PACK DE 12 LATAS DE 33 CL.,12 X 33 CL,SAN MIGUEL,12,B30-10-10,2
16690,CERVEZA SAN MIGUEL ESPECIAL LAGER PACK DE 6 BOTELLAS DE 25 CL.,6 X 25 CL,SAN MIGUEL,6,B30-10-10,2
16692,CERVEZA ECOLÓGICA SAN MIGUEL  PACK DE 6 BOTELLAS DE 25 CL.,6 X 25 CL,SAN MIGUEL,6,B30-10-10,2
13874,CERVEZA LAGER ESPECIAL EL ÁGUILA SIN FILTRAR PACK DE 10 LATAS DE 33 CL.,10 X 33 CL,EL ÁGUILA,10,B30-10-10,2
16700,CERVEZA CRUZCAMPO PILSEN PACK DE 12 LATAS DE 33 CL.,12 X 33 CL,CRUZCAMPO,12,B30-10-10,2
13873,CERVEZA VOLL DAMM DOBLE MALTA PACK DE 12 LATAS DE 33 CL.,12 X 33 CL,VOLL DAMM,12,B30-10-10,2
16704,CERVEZA EL ÁGUILA SIN FILTRAR BOTELLA 33 CL.,33 CL,EL ÁGUILA,1,B30-10-10,2
16709,"CERVEZA HEINEKEN LAGER 0,0 SIN ALCOHOL PACK 6 BOTELLAS 25 CL.",6 X 25 CL,HEINEKEN,6,B30-20-20,2
16710,CERVEZA ESTRELLA GALICIA ESPECIAL PACK DE 6 LATAS DE 25 CL.,6 X 25 CL,ESTRELLA GALICIA,6,B30-10-10,2
16711,CERVEZA CARREFOUR LAGER BOTELLA 1 L.,1 L,CARREFOUR,1,B30-10-10,2
12209,PICCOLINIS DE ATÚN BUITONI 270 G.,270 G,PICCOLINIS,1,D32-10-01,2
16708,CERVEZA CARREFOUR SHANDY CON LIMÓN LATA 33 CL.,33 CL,CARREFOUR,1,B30-30-30,2
8174,"AGUA MINERAL NATURAL. BOTELLA 1,5 L","1,50 L",CONSUM,1,B00-01-00,9
8176,AGUA MINERAL NATURAL BOTELLA 1 L,1 L,CONSUM,1,B00-01-00,9
8175,"AGUA MINERAL NATURAL TAPÓN SPORT 0,33 L",33 CL,AQUAREL,1,B00-01-00,9
8177,"AGUA MINERAL NATURAL. TAPÓN ROSCA 0,5 L",50 CL,CONSUM,1,B00-01-00,9
8178,"AGUA MINERAL NATURAL BOTELLA 2,5 L","2,5L",AQUABONA,1,B00-01-00,9
8179,"AGUA MINERAL NATURAL BOTELLA 0,75 L",75 CL,FONT VELLA,1,B00-01-00,9
8181,"AGUA MINERAL NATURAL BOTELLA 1,5 L","1,50 L",EVIAN,1,B00-01-00,9
8182,"AGUA MINERAL NATURAL DE MINERALIZACIÓN MUY DÉBIL BEZOYA 1,5 L","1,50 L",BEZOYA,1,B00-01-00,9
8214,"AGUA MINERAL NATURAL TAPÓN ROSCA 0,5 L",50 CL,FONT VELLA,1,B00-01-00,9
8215,"AGUA MINERAL NATURAL DE MINERALIZACIÓN MUY DÉBIL BEZOYA T.SPORT 0,33 L",33 CL,BEZOYA,1,B00-01-00,9
8183,"AGUA MINERAL NATURAL DE MINERALIZACIÓN MUY DÉBIL BEZOYA 0,5 L",50 CL,BEZOYA,1,B00-01-00,9
8184,AGUA MINERAL NATURAL DE MINERALIZACIÓN MUY DÉBIL BEZOYA 1 L,1 L,BEZOYA,1,B00-01-00,9
8185,"AGUA NATURAL MINERALIZACIÓN MUY DÉBIL 1,5 L","1,50 L",TELENO,1,B00-01-00,9
8186,"AGUA NATURAL MINERALIZACIÓN MUY DÉBIL 0,5 L",50 CL,TELENO,1,B00-01-00,9
8187,AGUA MINERAL NATURAL GARRAFA 5 L,5 L,AQUAREL,1,B00-01-00,9
8189,AGUA MINERAL  NATURAL GARRAFA 8 L,8 L,CONSUM,1,B00-01-00,9
8190,AGUA MINERAL NATURAL BOTELLA 2 L,2 L,CONSUM,1,B00-01-00,9
8191,"AGUA MINERAL CON GAS BOTELLA 1,5 L","1,50 L",CONSUM,1,B00-02-00,9
8192,"AGUA MINERAL CON GAS BOTELLA 0,5 L",50 CL,CONSUM,1,B00-02-00,9
8198,AGUA DE COCO 100% BOTELLA 1 L,1 L,TESORO NATUR,1,W90-20-00,9
8202,AGUA MINERAL  CON GAS BOTELLA CRISTAL 1 L,1 L,VICHY CATALAN,1,B00-02-00,9
8203,AGUA MINERAL  CON GAS BOTELLA PET 1 L,1 L,SAN PELLEGRINO,1,B00-02-00,9
8216,AGUA MINERAL CON GAS BOTELLA 1 L,1 L,FONTER,1,B00-02-00,9
8204,"AGUA CON GAS LATA 0,33 L",33 CL,VICHY CATALAN,1,B00-02-00,9
8205,"AGUA CON GAS PET 1,2 L","1,20 L",VICHY CATALAN,1,B00-02-00,9
8206,AGUA MINERAL CON GAS BOTELLA PET 1 L,1 L,PERRIER,1,B00-02-00,9
8207,"AGUA MINERAL  CON GAS PACK DE 6 6 X 0,25 L","6 X 0,25L",VICHY CATALAN,6,B00-02-00,9
8208,"AGUA CON GAS BOTELLA 0,5 L",50 CL,VICHY CATALAN,1,B00-02-00,9
8218,"AGUA MINERAL CON GAS BOTELLA CRISTAL 0,75 L",75 CL,SOLAN DE CABRAS,1,B00-02-00,9
8210,"AGUA MULTIFRUTAS 0% AZÚCARES 0,33 L",33 CL,SOLAN DE CABRAS,1,B00-03-00,9
24633,"AGUA MINERAL CON GAS BOTELLA PET 0,5 L",50 CL,SAN PELLEGRINO,1,B00-02-00,9
8213,AGUA MINERAL NATURAL DE MINERALIZACIÓN MUY DÉBIL BEZOYA BAG IN BOX 8 L,8 L,BEZOYA,1,B00-01-00,9
8217,"AGUA MINERAL  CON GAS BOTELLA 0,5 L",50 CL,FONTER,1,B00-02-00,9
8228,AGUA MÁGICA DREAM LONG 200 ML,G 200,ELVIVE,1,W90-20-00,9
8240,"CERVEZA LATA 5 ESTRELLAS 0,25 L",25 CL,MAHOU,1,B30-10-10,9
8239,"CERVEZA LATA 5 ESTRELLAS 0,33 L",33 CL,MAHOU,1,B30-10-10,9
10248,ACEITE DE OLIVA SUAVE 1 L,1 L,CONSUM,1,D30-10-30,9
10249,ACEITE DE OLIVA INTENSO 1 L,1 L,CONSUM,1,D30-10-20,9
10250,ACEITE DE OLIVA SUAVE BOTELLA 5 L,5 L,CONSUM,1,D30-10-30,9
10251,ACEITE DE OLIVA INTENSO BOTELLA 5 L,5 L,CONSUM,1,D30-10-20,9
10267,"ACEITE DE OLIVA 0,4º BOTELLA 1 L",1 L,CARBONELL,1,D30-10-30,9
